8	8	36	8	60	8
12	8	32	8	52	8
14	8	38	8	54	8
16	8	46	8	48	8
4	8	42	8	56	8
18	8	40	8	62	8
10	8	44	8	58	8
20	8	34	8	64	8
22	8	28	8	68	8
24	8	40	8	62	8
26	8	38	8	64	8
28	8	40	8	66	8
30	8	42	8	62	8
32	8	44	8	64	8
26	8	40	8	66	8
28	8	42	8	64	8
32	8	38	8	66	8
30	8	40	8	62	8
34	8	42	8	64	8
26	8	44	8	60	8
28	8	38	8	66	8
32	8	40	8	62	8
30	8	46	8	64	8
32	8	44	8	66	8
30	8	40	8	64	8
